"","PlotID","year","spp","SEEDLING.RESPROUT","num_burn","cool.warm_slope","Lifeform","Native_nonnative","fac.obl","plotid_time","species_type","n_species","n_species_native.non","n_species_lifeform"
"3187","BOB012",2022,"SALCOL","",4,"warm","FB","native","","BOB012 4 warm 2022","SALCOL_",30,20,21
"3188","BOB017",2021,"SALCOL","",4,"warm","FB","native","","BOB017 4 warm 2021","SALCOL_",38,26,28
"3189","BOB017",2022,"SALCOL","",4,"warm","FB","native","","BOB017 4 warm 2022","SALCOL_",24,15,15
"3190","CCC005",2022,"SALCOL","",1,"warm","FB","native","","CCC005 1 warm 2022","SALCOL_",43,28,32
"3191","CCC006",2022,"SALCOL","",1,"warm","FB","native","","CCC006 1 warm 2022","SALCOL_",28,18,20
"3192","CCC009",2021,"SALCOL","",7,"warm","FB","native","","CCC009 7 warm 2021","SALCOL_",29,22,23
"3193","CCC009",2022,"SALCOL","",7,"warm","FB","native","","CCC009 7 warm 2022","SALCOL_",34,24,27
"3194","COL018",2021,"SALCOL","",3,"warm","FB","native","","COL018 3 warm 2021","SALCOL_",28,18,20
"3195","COL018",2022,"SALCOL","",3,"warm","FB","native","","COL018 3 warm 2022","SALCOL_",27,18,15
"3196","QUA003",2021,"SALCOL","",2,"warm","FB","native","","QUA003 2 warm 2021","SALCOL_",24,16,17
"3197","QUA003",2022,"SALCOL","",2,"warm","FB","native","","QUA003 2 warm 2022","SALCOL_",25,17,20
"3198","BOB007",2022,"SAMNIG","",3,"cool","SH","native","FAC","BOB007 3 cool 2022","SAMNIG_",51,35,8
"3199","BOB007",2021,"SAMNIG","",3,"cool","SH","native","FAC","BOB007 3 cool 2021","SAMNIG_",50,34,5
"3200","BOB013",2021,"SAMNIG","",4,"cool","SH","native","FAC","BOB013 4 cool 2021","SAMNIG_",51,39,7
"3201","BOB013",2022,"SAMNIG","",4,"cool","SH","native","FAC","BOB013 4 cool 2022","SAMNIG_",52,40,5
"3202","BOB014",2022,"SAMNIG","",4,"cool","SH","native","FAC","BOB014 4 cool 2022","SAMNIG_",44,30,9
"3203","CCC011",2022,"SANBIP","",7,"cool","FB","native","","CCC011 7 cool 2022","SANBIP_",49,40,36
"3204","BOB002",2021,"SANCRA","",5,"cool","FB","native","","BOB002 5 cool 2021","SANCRA_",39,24,30
"3205","BOB002",2022,"SANCRA","",5,"cool","FB","native","","BOB002 5 cool 2022","SANCRA_",42,29,34
"3206","BOB007",2021,"SANCRA","",3,"cool","FB","native","","BOB007 3 cool 2021","SANCRA_",50,34,36
"3207","BOB007",2022,"SANCRA","",3,"cool","FB","native","","BOB007 3 cool 2022","SANCRA_",51,35,38
"3208","BOB008",2021,"SANCRA","",3,"cool","FB","native","","BOB008 3 cool 2021","SANCRA_",37,25,24
"3209","BOB008",2022,"SANCRA","",3,"cool","FB","native","","BOB008 3 cool 2022","SANCRA_",45,33,31
"3210","BOB008",2022,"SANCRA","",3,"cool","FB","native","","BOB008 3 cool 2022","SANCRA_",45,33,31
"3211","BOB013",2021,"SANCRA","",4,"cool","FB","native","","BOB013 4 cool 2021","SANCRA_",51,39,36
"3212","BOB013",2022,"SANCRA","",4,"cool","FB","native","","BOB013 4 cool 2022","SANCRA_",52,40,41
"3213","BOB015",2021,"SANCRA","",4,"cool","FB","native","","BOB015 4 cool 2021","SANCRA_",54,40,37
"3214","BOB016",2021,"SANCRA","",4,"cool","FB","native","","BOB016 4 cool 2021","SANCRA_",60,42,43
"3215","BOB019",2021,"SANCRA","",5,"cool","FB","native","","BOB019 5 cool 2021","SANCRA_",48,30,33
"3216","CCC001",2021,"SANCRA","",1,"cool","FB","native","","CCC001 1 cool 2021","SANCRA_",41,34,27
"3217","CCC001",2022,"SANCRA","",1,"cool","FB","native","","CCC001 1 cool 2022","SANCRA_",58,41,43
"3218","CCC002",2021,"SANCRA","",1,"cool","FB","native","","CCC002 1 cool 2021","SANCRA_",41,34,26
"3219","CCC002",2022,"SANCRA","",1,"cool","FB","native","","CCC002 1 cool 2022","SANCRA_",53,39,41
"3220","CCC004",2021,"SANCRA","",1,"cool","FB","native","","CCC004 1 cool 2021","SANCRA_",42,34,27
"3221","CCC004",2022,"SANCRA","",1,"cool","FB","native","","CCC004 1 cool 2022","SANCRA_",49,36,34
"3222","CCC007",2021,"SANCRA","",7,"warm","FB","native","","CCC007 7 warm 2021","SANCRA_",40,31,29
"3223","CCC010",2021,"SANCRA","",7,"cool","FB","native","","CCC010 7 cool 2021","SANCRA_",55,43,37
"3224","CCC010",2022,"SANCRA","",7,"cool","FB","native","","CCC010 7 cool 2022","SANCRA_",51,36,36
"3225","CCC011",2021,"SANCRA","",7,"cool","FB","native","","CCC011 7 cool 2021","SANCRA_",50,40,38
"3226","CCC012",2021,"SANCRA","",7,"cool","FB","native","","CCC012 7 cool 2021","SANCRA_",52,41,38
"3227","CCC012",2022,"SANCRA","",7,"cool","FB","native","","CCC012 7 cool 2022","SANCRA_",36,25,29
"3228","COL012",2021,"SANCRA","",3,"cool","FB","native","","COL012 3 cool 2021","SANCRA_",47,35,37
"3229","COL012",2022,"SANCRA","",3,"cool","FB","native","","COL012 3 cool 2022","SANCRA_",43,34,31
"3230","COL014",2021,"SANCRA","",3,"cool","FB","native","","COL014 3 cool 2021","SANCRA_",50,34,36
"3231","COL014",2022,"SANCRA","",3,"cool","FB","native","","COL014 3 cool 2022","SANCRA_",52,33,38
"3232","QUA004",2022,"SANCRA","",1,"warm","FB","native","","QUA004 1 warm 2022","SANCRA_",38,24,28
"3233","QUA004",2022,"SANCRA","",1,"warm","FB","native","","QUA004 1 warm 2022","SANCRA_",38,24,28
"3234","QUA009",2021,"SANCRA","",1,"warm","FB","native","","QUA009 1 warm 2021","SANCRA_",21,13,15
"3235","QUA011",2021,"SANCRA","",1,"warm","FB","native","","QUA011 1 warm 2021","SANCRA_",24,17,17
"3236","QUA016",2021,"SANCRA","",1,"cool","FB","native","","QUA016 1 cool 2021","SANCRA_",48,35,33
"3237","BOB007",2022,"SCRCAL","",3,"cool","FB","native","","BOB007 3 cool 2022","SCRCAL_",51,35,38
"3238","BOB008",2022,"SCRCAL","",3,"cool","FB","native","","BOB008 3 cool 2022","SCRCAL_",45,33,31
"3239","BOB016",2021,"SCRCAL","",4,"cool","FB","native","","BOB016 4 cool 2021","SCRCAL_",60,42,43
"3240","CCC004",2022,"SCRCAL","",1,"cool","FB","native","","CCC004 1 cool 2022","SCRCAL_",49,36,34
"3241","CCC010",2022,"SCRCAL","",7,"cool","FB","native","","CCC010 7 cool 2022","SCRCAL_",51,36,36
"3242","COL017",2021,"SCRCAL","",3,"cool","FB","native","","COL017 3 cool 2021","SCRCAL_",49,36,32
"3243","COL017",2022,"SCRCAL","",3,"cool","FB","native","","COL017 3 cool 2022","SCRCAL_",52,38,35
"3244","QUA002",2021,"SCRCAL","",2,"warm","FB","native","","QUA002 2 warm 2021","SCRCAL_",27,23,18
"3245","QUA005",2021,"SCRCAL","",1,"warm","FB","native","","QUA005 1 warm 2021","SCRCAL_",26,20,18
"3246","QUA006",2021,"SCRCAL","",1,"warm","FB","native","","QUA006 1 warm 2021","SCRCAL_",23,17,14
"3247","QUA020",2021,"SCUTUB","",1,"cool","FB","native","","QUA020 1 cool 2021","SCUTUB_",39,27,28
"3248","QUA021",2021,"SCUTUB","",1,"cool","FB","native","","QUA021 1 cool 2021","SCUTUB_",31,24,23
"3249","BOB002",2021,"SENVUL","",5,"cool","FB","non-native","","BOB002 5 cool 2021","SENVUL_",39,6,30
"3250","BOB002",2022,"SENVUL","",5,"cool","FB","non-native","","BOB002 5 cool 2022","SENVUL_",42,6,34
"3251","BOB003",2021,"SENVUL","",5,"cool","FB","non-native","","BOB003 5 cool 2021","SENVUL_",34,5,25
"3252","BOB003",2022,"SENVUL","",5,"cool","FB","non-native","","BOB003 5 cool 2022","SENVUL_",38,5,29
"3253","BOB004",2021,"SENVUL","",5,"warm","FB","non-native","","BOB004 5 warm 2021","SENVUL_",25,5,18
"3254","BOB004",2022,"SENVUL","",5,"warm","FB","non-native","","BOB004 5 warm 2022","SENVUL_",25,4,19
"3255","BOB007",2021,"SENVUL","",3,"cool","FB","non-native","","BOB007 3 cool 2021","SENVUL_",50,8,36
"3256","BOB007",2022,"SENVUL","",3,"cool","FB","non-native","","BOB007 3 cool 2022","SENVUL_",51,6,38
"3257","BOB008",2022,"SENVUL","",3,"cool","FB","non-native","","BOB008 3 cool 2022","SENVUL_",45,6,31
"3258","BOB008",2022,"SENVUL","",3,"cool","FB","non-native","","BOB008 3 cool 2022","SENVUL_",45,6,31
"3259","BOB009",2021,"SENVUL","",3,"warm","FB","non-native","","BOB009 3 warm 2021","SENVUL_",34,6,26
"3260","BOB009",2022,"SENVUL","",3,"warm","FB","non-native","","BOB009 3 warm 2022","SENVUL_",24,4,16
"3261","BOB011",2022,"SENVUL","",4,"warm","FB","non-native","","BOB011 4 warm 2022","SENVUL_",20,3,16
"3262","BOB012",2022,"SENVUL","",4,"warm","FB","non-native","","BOB012 4 warm 2022","SENVUL_",30,4,21
"3263","BOB013",2022,"SENVUL","",4,"cool","FB","non-native","","BOB013 4 cool 2022","SENVUL_",52,5,41
"3264","BOB014",2022,"SENVUL","",4,"cool","FB","non-native","","BOB014 4 cool 2022","SENVUL_",44,7,31
"3265","BOB014",2022,"SENVUL","",4,"cool","FB","non-native","","BOB014 4 cool 2022","SENVUL_",44,7,31
"3266","BOB015",2021,"SENVUL","",4,"cool","FB","non-native","","BOB015 4 cool 2021","SENVUL_",54,7,37
"3267","BOB015",2022,"SENVUL","",4,"cool","FB","non-native","","BOB015 4 cool 2022","SENVUL_",42,5,28
"3268","BOB016",2021,"SENVUL","",4,"cool","FB","non-native","","BOB016 4 cool 2021","SENVUL_",60,9,43
"3269","BOB016",2022,"SENVUL","",4,"cool","FB","non-native","","BOB016 4 cool 2022","SENVUL_",41,6,27
"3270","BOB017",2021,"SENVUL","",4,"warm","FB","non-native","","BOB017 4 warm 2021","SENVUL_",38,7,28
"3271","BOB018",2021,"SENVUL","",3,"warm","FB","non-native","","BOB018 3 warm 2021","SENVUL_",27,6,20
"3272","BOB018",2022,"SENVUL","",3,"warm","FB","non-native","","BOB018 3 warm 2022","SENVUL_",24,3,15
"3273","BOB019",2022,"SENVUL","",5,"cool","FB","non-native","","BOB019 5 cool 2022","SENVUL_",43,6,31
"3274","CCC001",2022,"SENVUL","",1,"cool","FB","non-native","","CCC001 1 cool 2022","SENVUL_",58,8,43
"3275","CCC002",2022,"SENVUL","",1,"cool","FB","non-native","","CCC002 1 cool 2022","SENVUL_",53,7,41
"3276","CCC003",2022,"SENVUL","",1,"warm","FB","non-native","","CCC003 1 warm 2022","SENVUL_",32,6,19
"3277","CCC004",2022,"SENVUL","",1,"cool","FB","non-native","","CCC004 1 cool 2022","SENVUL_",49,4,34
"3278","CCC005",2022,"SENVUL","",1,"warm","FB","non-native","","CCC005 1 warm 2022","SENVUL_",43,6,32
"3279","CCC005",2022,"SENVUL","",1,"warm","FB","non-native","","CCC005 1 warm 2022","SENVUL_",43,6,32
"3280","COL007",2021,"SENVUL","",3,"warm","FB","non-native","","COL007 3 warm 2021","SENVUL_",45,3,31
"3281","COL012",2021,"SENVUL","",3,"cool","FB","non-native","","COL012 3 cool 2021","SENVUL_",47,7,37
"3282","COL013",2021,"SENVUL","",3,"warm","FB","non-native","","COL013 3 warm 2021","SENVUL_",41,5,27
"3283","COL013",2022,"SENVUL","",3,"warm","FB","non-native","","COL013 3 warm 2022","SENVUL_",40,3,25
"3284","COL014",2022,"SENVUL","",3,"cool","FB","non-native","","COL014 3 cool 2022","SENVUL_",52,7,38
"3285","COL018",2021,"SENVUL","",3,"warm","FB","non-native","","COL018 3 warm 2021","SENVUL_",28,5,20
"3286","QUA002",2022,"SENVUL","",2,"warm","FB","non-native","","QUA002 2 warm 2022","SENVUL_",24,4,14
"3287","QUA004",2022,"SENVUL","",1,"warm","FB","non-native","","QUA004 1 warm 2022","SENVUL_",38,6,28
"3288","QUA005",2022,"SENVUL","",1,"warm","FB","non-native","","QUA005 1 warm 2022","SENVUL_",29,4,22
"3289","QUA006",2022,"SENVUL","",1,"warm","FB","non-native","","QUA006 1 warm 2022","SENVUL_",37,5,25
"3290","QUA009",2022,"SENVUL","",1,"warm","FB","non-native","","QUA009 1 warm 2022","SENVUL_",18,3,13
"3291","QUA010",2021,"SENVUL","",2,"cool","FB","non-native","","QUA010 2 cool 2021","SENVUL_",27,3,17
"3292","QUA010",2022,"SENVUL","",2,"cool","FB","non-native","","QUA010 2 cool 2022","SENVUL_",23,3,16
"3293","QUA011",2022,"SENVUL","",1,"warm","FB","non-native","","QUA011 1 warm 2022","SENVUL_",32,7,24
"3294","QUA011",2022,"SENVUL","",1,"warm","FB","non-native","","QUA011 1 warm 2022","SENVUL_",32,7,24
"3295","QUA016",2022,"SENVUL","",1,"cool","FB","non-native","","QUA016 1 cool 2022","SENVUL_",50,8,36
"3296","QUA020",2022,"SENVUL","",1,"cool","FB","non-native","","QUA020 1 cool 2022","SENVUL_",47,7,33
"3297","QUA021",2022,"SENVUL","",1,"cool","FB","non-native","","QUA021 1 cool 2022","SENVUL_",45,9,33
"3298","QUA021",2022,"SENVUL","",1,"cool","FB","non-native","","QUA021 1 cool 2022","SENVUL_",45,9,33
"3299","QUA022",2022,"SENVUL","",1,"cool","FB","non-native","","QUA022 1 cool 2022","SENVUL_",94,22,66
"3300","QUA022",2022,"SENVUL","",1,"cool","FB","non-native","","QUA022 1 cool 2022","SENVUL_",94,22,66
"3301","QUA024",2022,"SENVUL","",2,"cool","FB","non-native","","QUA024 2 cool 2022","SENVUL_",47,7,36
"3302","QUA025",2022,"SENVUL","",2,"cool","FB","non-native","","QUA025 2 cool 2022","SENVUL_",28,4,17
"3303","BOB009",2021,"SILANT","",3,"warm","FB","native","","BOB009 3 warm 2021","SILANT_",34,19,26
"3304","BOB011",2021,"SILANT","",4,"warm","FB","native","","BOB011 4 warm 2021","SILANT_",26,13,20
"3305","BOB017",2021,"SILANT","",4,"warm","FB","native","","BOB017 4 warm 2021","SILANT_",38,26,28
"3306","BOB018",2021,"SILANT","",3,"warm","FB","native","","BOB018 3 warm 2021","SILANT_",27,14,20
"3307","CCC002",2022,"SILCAL","",1,"cool",NA,NA,NA,"CCC002 1 cool 2022","SILCAL_",53,4,4
"3308","CCC004",2021,"SILCAL","",1,"cool",NA,NA,NA,"CCC004 1 cool 2021","SILCAL_",42,2,2
"3309","CCC004",2022,"SILCAL","",1,"cool",NA,NA,NA,"CCC004 1 cool 2022","SILCAL_",49,5,5
"3310","BOB003",2022,"SILGAL","",5,"cool","FB","non-native","","BOB003 5 cool 2022","SILGAL_",38,5,29
"3311","BOB004",2021,"SILGAL","",5,"warm","FB","non-native","","BOB004 5 warm 2021","SILGAL_",25,5,18
"3312","BOB004",2022,"SILGAL","",5,"warm","FB","non-native","","BOB004 5 warm 2022","SILGAL_",25,4,19
"3313","BOB006",2021,"SILGAL","",5,"warm","FB","non-native","","BOB006 5 warm 2021","SILGAL_",23,4,15
"3314","BOB006",2022,"SILGAL","",5,"warm","FB","non-native","","BOB006 5 warm 2022","SILGAL_",20,3,13
"3315","BOB007",2022,"SILGAL","",3,"cool","FB","non-native","","BOB007 3 cool 2022","SILGAL_",51,6,38
"3316","BOB008",2021,"SILGAL","",3,"cool","FB","non-native","","BOB008 3 cool 2021","SILGAL_",37,5,24
"3317","BOB008",2022,"SILGAL","",3,"cool","FB","non-native","","BOB008 3 cool 2022","SILGAL_",45,6,31
"3318","BOB009",2022,"SILGAL","",3,"warm","FB","non-native","","BOB009 3 warm 2022","SILGAL_",24,4,16
"3319","BOB010",2021,"SILGAL","",3,"warm","FB","non-native","","BOB010 3 warm 2021","SILGAL_",27,4,16
"3320","BOB016",2021,"SILGAL","",4,"cool","FB","non-native","","BOB016 4 cool 2021","SILGAL_",60,9,43
"3321","BOB017",2021,"SILGAL","",4,"warm","FB","non-native","","BOB017 4 warm 2021","SILGAL_",38,7,28
"3322","BOB017",2022,"SILGAL","",4,"warm","FB","non-native","","BOB017 4 warm 2022","SILGAL_",24,4,15
"3323","BOB019",2021,"SILGAL","",5,"cool","FB","non-native","","BOB019 5 cool 2021","SILGAL_",48,6,33
"3324","BOB019",2022,"SILGAL","",5,"cool","FB","non-native","","BOB019 5 cool 2022","SILGAL_",43,6,31
"3325","CCC002",2021,"SILGAL","",1,"cool","FB","non-native","","CCC002 1 cool 2021","SILGAL_",41,3,26
"3326","CCC008",2022,"SILGAL","",7,"warm","FB","non-native","","CCC008 7 warm 2022","SILGAL_",46,4,33
"3327","CCC009",2021,"SILGAL","",7,"warm","FB","non-native","","CCC009 7 warm 2021","SILGAL_",29,3,23
"3328","CCC009",2022,"SILGAL","",7,"warm","FB","non-native","","CCC009 7 warm 2022","SILGAL_",34,4,27
"3329","CCC010",2022,"SILGAL","",7,"cool","FB","non-native","","CCC010 7 cool 2022","SILGAL_",51,7,36
"3330","CCC010",2022,"SILGAL","",7,"cool","FB","non-native","","CCC010 7 cool 2022","SILGAL_",51,7,36
"3331","CCC012",2022,"SILGAL","",7,"cool","FB","non-native","","CCC012 7 cool 2022","SILGAL_",36,5,29
"3332","COL007",2021,"SILGAL","",3,"warm","FB","non-native","","COL007 3 warm 2021","SILGAL_",45,3,31
"3333","COL014",2021,"SILGAL","",3,"cool","FB","non-native","","COL014 3 cool 2021","SILGAL_",50,5,36
"3334","COL014",2022,"SILGAL","",3,"cool","FB","non-native","","COL014 3 cool 2022","SILGAL_",52,7,38
"3335","QUA015",2021,"SILGAL","",1,"cool","FB","non-native","","QUA015 1 cool 2021","SILGAL_",44,6,30
"3336","BOB002",2021,"SILMAR","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2021","SILMAR_",39,9,30
"3337","BOB002",2022,"SILMAR","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2022","SILMAR_",42,7,34
"3338","BOB003",2021,"SILMAR","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2021","SILMAR_",34,6,25
"3339","BOB003",2022,"SILMAR","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2022","SILMAR_",38,7,29
"3340","BOB009",2022,"SILMAR","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2022","SILMAR_",24,7,16
"3341","BOB010",2022,"SILMAR","",3,"warm","FB","invasive non-native","","BOB010 3 warm 2022","SILMAR_",23,7,12
"3342","BOB011",2021,"SILMAR","",4,"warm","FB","invasive non-native","","BOB011 4 warm 2021","SILMAR_",26,7,20
"3343","BOB012",2021,"SILMAR","",4,"warm","FB","invasive non-native","","BOB012 4 warm 2021","SILMAR_",35,8,24
"3344","BOB014",2022,"SILMAR","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2022","SILMAR_",44,6,31
"3345","BOB015",2021,"SILMAR","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2021","SILMAR_",54,7,37
"3346","BOB018",2022,"SILMAR","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2022","SILMAR_",24,6,15
"3347","BOB019",2022,"SILMAR","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2022","SILMAR_",43,10,31
"3348","COL017",2021,"SILMAR","",3,"cool","FB","invasive non-native","","COL017 3 cool 2021","SILMAR_",49,8,32
"3349","BOB007",2021,"SOLXAN","",3,"cool","FB","native","","BOB007 3 cool 2021","SOLXAN_",50,34,36
"3350","BOB007",2022,"SOLXAN","",3,"cool","FB","native","","BOB007 3 cool 2022","SOLXAN_",51,35,38
"3351","BOB008",2022,"SOLXAN","",3,"cool","FB","native","","BOB008 3 cool 2022","SOLXAN_",45,33,31
"3352","BOB009",2021,"SOLXAN","",3,"warm","FB","native","","BOB009 3 warm 2021","SOLXAN_",34,19,26
"3353","BOB012",2021,"SOLXAN","",4,"warm","FB","native","","BOB012 4 warm 2021","SOLXAN_",35,25,24
"3354","BOB012",2022,"SOLXAN","",4,"warm","FB","native","","BOB012 4 warm 2022","SOLXAN_",30,20,21
"3355","BOB013",2021,"SOLXAN","",4,"cool","FB","native","","BOB013 4 cool 2021","SOLXAN_",51,39,36
"3356","BOB013",2022,"SOLXAN","",4,"cool","FB","native","","BOB013 4 cool 2022","SOLXAN_",52,40,41
"3357","BOB014",2022,"SOLXAN","",4,"cool","FB","native","","BOB014 4 cool 2022","SOLXAN_",44,30,31
"3358","BOB015",2021,"SOLXAN","",4,"cool","FB","native","","BOB015 4 cool 2021","SOLXAN_",54,40,37
"3359","BOB015",2022,"SOLXAN","",4,"cool","FB","native","","BOB015 4 cool 2022","SOLXAN_",42,27,28
"3360","BOB016",2021,"SOLXAN","",4,"cool","FB","native","","BOB016 4 cool 2021","SOLXAN_",60,42,43
"3361","BOB016",2022,"SOLXAN","",4,"cool","FB","native","","BOB016 4 cool 2022","SOLXAN_",41,27,27
"3362","BOB017",2021,"SOLXAN","",4,"warm","FB","native","","BOB017 4 warm 2021","SOLXAN_",38,26,28
"3363","BOB018",2021,"SOLXAN","",3,"warm","FB","native","","BOB018 3 warm 2021","SOLXAN_",27,14,20
"3364","BOB018",2022,"SOLXAN","",3,"warm","FB","native","","BOB018 3 warm 2022","SOLXAN_",24,15,15
"3365","BOB019",2021,"SOLXAN","",5,"cool","FB","native","","BOB019 5 cool 2021","SOLXAN_",48,30,33
"3366","BOB019",2022,"SOLXAN","",5,"cool","FB","native","","BOB019 5 cool 2022","SOLXAN_",43,25,31
"3367","CCC007",2021,"SOLXAN","",7,"warm","FB","native","","CCC007 7 warm 2021","SOLXAN_",40,31,29
"3368","CCC010",2022,"SOLXAN","",7,"cool","FB","native","","CCC010 7 cool 2022","SOLXAN_",51,36,36
"3369","COL007",2021,"SOLXAN","",3,"warm","FB","native","","COL007 3 warm 2021","SOLXAN_",45,33,31
"3370","COL007",2022,"SOLXAN","",3,"warm","FB","native","","COL007 3 warm 2022","SOLXAN_",41,32,26
"3371","COL012",2021,"SOLXAN","",3,"cool","FB","native","","COL012 3 cool 2021","SOLXAN_",47,35,37
"3372","COL012",2022,"SOLXAN","",3,"cool","FB","native","","COL012 3 cool 2022","SOLXAN_",43,34,31
"3373","COL013",2021,"SOLXAN","",3,"warm","FB","native","","COL013 3 warm 2021","SOLXAN_",41,29,27
"3374","COL013",2022,"SOLXAN","",3,"warm","FB","native","","COL013 3 warm 2022","SOLXAN_",40,28,25
"3375","QUA016",2022,"SOLXAN","",1,"cool","FB","native","","QUA016 1 cool 2022","SOLXAN_",50,32,36
"3376","QUA021",2022,"SOLXAN","",1,"cool","FB","native","","QUA021 1 cool 2022","SOLXAN_",45,30,33
"3377","BOB009",2021,"SONASP","",3,"warm","FB","non-native","","BOB009 3 warm 2021","SONASP_",34,6,26
"3378","BOB014",2021,"SONASP","",4,"cool","FB","non-native","","BOB014 4 cool 2021","SONASP_",48,8,31
"3379","BOB002",2021,"SONOLE","",5,"cool","FB","non-native","","BOB002 5 cool 2021","SONOLE_",39,6,30
"3380","BOB002",2022,"SONOLE","",5,"cool","FB","non-native","","BOB002 5 cool 2022","SONOLE_",42,6,34
"3381","BOB003",2021,"SONOLE","",5,"cool","FB","non-native","","BOB003 5 cool 2021","SONOLE_",34,5,25
"3382","BOB007",2021,"SONOLE","",3,"cool","FB","non-native","","BOB007 3 cool 2021","SONOLE_",50,8,36
"3383","BOB007",2022,"SONOLE","",3,"cool","FB","non-native","","BOB007 3 cool 2022","SONOLE_",51,6,38
"3384","BOB008",2021,"SONOLE","",3,"cool","FB","non-native","","BOB008 3 cool 2021","SONOLE_",37,5,24
"3385","BOB008",2022,"SONOLE","",3,"cool","FB","non-native","","BOB008 3 cool 2022","SONOLE_",45,6,31
"3386","BOB009",2021,"SONOLE","",3,"warm","FB","non-native","","BOB009 3 warm 2021","SONOLE_",34,6,26
"3387","BOB011",2021,"SONOLE","",4,"warm","FB","non-native","","BOB011 4 warm 2021","SONOLE_",26,5,20
"3388","BOB014",2021,"SONOLE","",4,"cool","FB","non-native","","BOB014 4 cool 2021","SONOLE_",48,8,31
"3389","BOB015",2021,"SONOLE","",4,"cool","FB","non-native","","BOB015 4 cool 2021","SONOLE_",54,7,37
"3390","BOB015",2022,"SONOLE","",4,"cool","FB","non-native","","BOB015 4 cool 2022","SONOLE_",42,5,28
"3391","BOB016",2021,"SONOLE","",4,"cool","FB","non-native","","BOB016 4 cool 2021","SONOLE_",60,9,43
"3392","BOB016",2022,"SONOLE","",4,"cool","FB","non-native","","BOB016 4 cool 2022","SONOLE_",41,6,27
"3393","BOB017",2021,"SONOLE","",4,"warm","FB","non-native","","BOB017 4 warm 2021","SONOLE_",38,7,28
"3394","BOB017",2022,"SONOLE","",4,"warm","FB","non-native","","BOB017 4 warm 2022","SONOLE_",24,4,15
"3395","BOB018",2021,"SONOLE","",3,"warm","FB","non-native","","BOB018 3 warm 2021","SONOLE_",27,6,20
"3396","BOB018",2022,"SONOLE","",3,"warm","FB","non-native","","BOB018 3 warm 2022","SONOLE_",24,3,15
"3397","BOB019",2021,"SONOLE","",5,"cool","FB","non-native","","BOB019 5 cool 2021","SONOLE_",48,6,33
"3398","BOB019",2022,"SONOLE","",5,"cool","FB","non-native","","BOB019 5 cool 2022","SONOLE_",43,6,31
"3399","CCC001",2022,"SONOLE","",1,"cool","FB","non-native","","CCC001 1 cool 2022","SONOLE_",58,8,43
"3400","CCC003",2022,"SONOLE","",1,"warm","FB","non-native","","CCC003 1 warm 2022","SONOLE_",32,6,19
"3401","CCC004",2021,"SONOLE","",1,"cool","FB","non-native","","CCC004 1 cool 2021","SONOLE_",42,4,27
"3402","CCC005",2021,"SONOLE","",1,"warm","FB","non-native","","CCC005 1 warm 2021","SONOLE_",28,4,20
"3403","CCC005",2022,"SONOLE","",1,"warm","FB","non-native","","CCC005 1 warm 2022","SONOLE_",43,6,32
"3404","CCC006",2022,"SONOLE","",1,"warm","FB","non-native","","CCC006 1 warm 2022","SONOLE_",28,4,20
"3405","CCC007",2021,"SONOLE","",7,"warm","FB","non-native","","CCC007 7 warm 2021","SONOLE_",40,3,29
"3406","CCC012",2021,"SONOLE","",7,"cool","FB","non-native","","CCC012 7 cool 2021","SONOLE_",52,5,38
"3407","COL012",2021,"SONOLE","",3,"cool","FB","non-native","","COL012 3 cool 2021","SONOLE_",47,7,37
"3408","COL012",2022,"SONOLE","",3,"cool","FB","non-native","","COL012 3 cool 2022","SONOLE_",43,3,31
"3409","COL013",2021,"SONOLE","",3,"warm","FB","non-native","","COL013 3 warm 2021","SONOLE_",41,5,27
"3410","COL013",2022,"SONOLE","",3,"warm","FB","non-native","","COL013 3 warm 2022","SONOLE_",40,3,25
"3411","COL014",2022,"SONOLE","",3,"cool","FB","non-native","","COL014 3 cool 2022","SONOLE_",52,7,38
"3412","COL017",2022,"SONOLE","",3,"cool","FB","non-native","","COL017 3 cool 2022","SONOLE_",52,5,35
"3413","COL017",2022,"SONOLE","",3,"cool","FB","non-native","","COL017 3 cool 2022","SONOLE_",52,5,35
"3414","COL018",2021,"SONOLE","",3,"warm","FB","non-native","","COL018 3 warm 2021","SONOLE_",28,5,20
"3415","COL018",2022,"SONOLE","",3,"warm","FB","non-native","","COL018 3 warm 2022","SONOLE_",27,2,15
"3416","QUA003",2022,"SONOLE","",2,"warm","FB","non-native","","QUA003 2 warm 2022","SONOLE_",25,4,20
"3417","QUA004",2022,"SONOLE","",1,"warm","FB","non-native","","QUA004 1 warm 2022","SONOLE_",38,6,28
"3418","QUA005",2022,"SONOLE","",1,"warm","FB","non-native","","QUA005 1 warm 2022","SONOLE_",29,4,22
"3419","QUA006",2022,"SONOLE","",1,"warm","FB","non-native","","QUA006 1 warm 2022","SONOLE_",37,5,25
